questionName,modelName,optionType,options,index,text,createdAt,updatedAt,optionIndex
AI Term,gpt4o,Lettered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",0,Artificial Intelligence,2024-11-23 06:56:04.905,2024-11-23 06:56:04.905,1
AI Term,gpt4o,Lettered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",1,Artificial Intelligence,2024-11-23 06:56:04.906,2024-11-23 06:56:04.906,1
AI Term,gpt4o,Lettered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",2,Artificial Intelligence,2024-11-23 06:56:04.906,2024-11-23 06:56:04.906,1
AI Term,gpt4o,Lettered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",0,Artificial Intelligence,2024-11-23 06:56:11.513,2024-11-23 06:56:11.513,3
AI Term,gpt4o,Lettered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",1,Artificial Intelligence,2024-11-23 06:56:11.514,2024-11-23 06:56:11.514,3
AI Term,gpt4o,Lettered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",2,Artificial Intelligence,2024-11-23 06:56:11.514,2024-11-23 06:56:11.514,3
AI Term,gpt4o,Lettered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",0,Artificial Intelligence,2024-11-23 06:56:11.063,2024-11-23 06:56:11.063,2
AI Term,gpt4o,Lettered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",1,Artificial Intelligence,2024-11-23 06:56:11.064,2024-11-23 06:56:11.064,2
AI Term,gpt4o,Lettered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",2,Artificial Intelligence,2024-11-23 06:56:11.064,2024-11-23 06:56:11.064,2
AI Term,gpt4o,Lettered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",0,Artificial Intelligence,2024-11-23 06:56:04.049,2024-11-23 06:56:04.049,0
AI Term,gpt4o,Lettered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",1,Artificial Intelligence,2024-11-23 06:56:04.05,2024-11-23 06:56:04.05,0
AI Term,gpt4o,Lettered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",2,Artificial Intelligence,2024-11-23 06:56:04.051,2024-11-23 06:56:04.051,0
AI Term,gpt4o,Numbered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",0,Artificial Intelligence,2024-11-23 06:56:12.447,2024-11-23 06:56:12.447,1
AI Term,gpt4o,Numbered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",1,Artificial Intelligence,2024-11-23 06:56:12.448,2024-11-23 06:56:12.448,1
AI Term,gpt4o,Numbered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",2,Artificial Intelligence,2024-11-23 06:56:12.448,2024-11-23 06:56:12.448,1
AI Term,gpt4o,Numbered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",0,Artificial Intelligence,2024-11-23 06:56:18.437,2024-11-23 06:56:18.437,3
AI Term,gpt4o,Numbered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",1,Artificial Intelligence,2024-11-23 06:56:18.438,2024-11-23 06:56:18.438,3
AI Term,gpt4o,Numbered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",2,Artificial Intelligence,2024-11-23 06:56:18.438,2024-11-23 06:56:18.438,3
AI Term,gpt4o,Numbered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",0,Artificial Intelligence,2024-11-23 06:56:12.854,2024-11-23 06:56:12.854,2
AI Term,gpt4o,Numbered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",1,Artificial Intelligence,2024-11-23 06:56:12.855,2024-11-23 06:56:12.855,2
AI Term,gpt4o,Numbered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",2,Artificial Intelligence,2024-11-23 06:56:12.855,2024-11-23 06:56:12.855,2
AI Term,gpt4o,Numbered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",0,Artificial Intelligence,2024-11-23 06:56:11.926,2024-11-23 06:56:11.926,0
AI Term,gpt4o,Numbered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",1,Artificial Intelligence,2024-11-23 06:56:11.927,2024-11-23 06:56:11.927,0
AI Term,gpt4o,Numbered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",2,Artificial Intelligence,2024-11-23 06:56:11.927,2024-11-23 06:56:11.927,0
AI Term,llama,Bullet Points,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",0,Artificial Intelligence,2024-11-23 06:56:27.946,2024-11-23 06:56:27.946,1
AI Term,llama,Bullet Points,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",1,Artificial Intelligence,2024-11-23 06:56:27.946,2024-11-23 06:56:27.946,1
AI Term,llama,Bullet Points,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",2,Artificial Intelligence,2024-11-23 06:56:27.947,2024-11-23 06:56:27.947,1
AI Term,llama,Bullet Points,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",0,Artificial Intelligence,2024-11-23 06:56:29.511,2024-11-23 06:56:29.511,3
AI Term,llama,Bullet Points,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",1,Artificial Intelligence,2024-11-23 06:56:29.512,2024-11-23 06:56:29.512,3
AI Term,llama,Bullet Points,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",2,Artificial Intelligence,2024-11-23 06:56:29.512,2024-11-23 06:56:29.512,3
AI Term,llama,Bullet Points,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",0,Artificial Intelligence,2024-11-23 06:56:28.764,2024-11-23 06:56:28.764,2
AI Term,llama,Bullet Points,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",1,Artificial Intelligence,2024-11-23 06:56:28.765,2024-11-23 06:56:28.765,2
AI Term,llama,Bullet Points,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",2,Artificial Intelligence,2024-11-23 06:56:28.766,2024-11-23 06:56:28.766,2
AI Term,llama,Bullet Points,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",0,Artificial Intelligence,2024-11-23 06:56:27.217,2024-11-23 06:56:27.217,0
AI Term,llama,Bullet Points,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",1,Artificial Intelligence,2024-11-23 06:56:27.218,2024-11-23 06:56:27.218,0
AI Term,llama,Bullet Points,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",2,Artificial Intelligence,2024-11-23 06:56:27.218,2024-11-23 06:56:27.218,0
AI Term,llama,Lettered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",0,Artificial Intelligence,2024-11-23 06:56:22.107,2024-11-23 06:56:22.107,1
AI Term,llama,Lettered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",1,Artificial Intelligence,2024-11-23 06:56:22.108,2024-11-23 06:56:22.108,1
AI Term,llama,Lettered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",2,Artificial Intelligence,2024-11-23 06:56:22.108,2024-11-23 06:56:22.108,1
AI Term,llama,Lettered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",0,Artificial Intelligence,2024-11-23 06:56:23.547,2024-11-23 06:56:23.547,3
AI Term,llama,Lettered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",1,Artificial Intelligence,2024-11-23 06:56:23.547,2024-11-23 06:56:23.547,3
AI Term,llama,Lettered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",2,Artificial Intelligence,2024-11-23 06:56:23.547,2024-11-23 06:56:23.547,3
AI Term,llama,Lettered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",0,Artificial Intelligence,2024-11-23 06:56:22.835,2024-11-23 06:56:22.835,2
AI Term,llama,Lettered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",1,Artificial Intelligence,2024-11-23 06:56:22.84,2024-11-23 06:56:22.84,2
AI Term,llama,Lettered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",2,Artificial Intelligence,2024-11-23 06:56:22.84,2024-11-23 06:56:22.84,2
AI Term,llama,Lettered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",0,Artificial Intelligence,2024-11-23 06:56:21.405,2024-11-23 06:56:21.405,0
AI Term,llama,Lettered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",1,Artificial Intelligence,2024-11-23 06:56:21.406,2024-11-23 06:56:21.406,0
AI Term,llama,Lettered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",2,Artificial Intelligence,2024-11-23 06:56:21.406,2024-11-23 06:56:21.406,0
AI Term,llama,Numbered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",0,Artificial Intelligence,2024-11-23 06:56:25.008,2024-11-23 06:56:25.008,1
AI Term,llama,Numbered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",1,Artificial Intelligence,2024-11-23 06:56:25.008,2024-11-23 06:56:25.008,1
AI Term,llama,Numbered Options,"[""Adobe Illustrator"", ""Allen Iverson"", ""Air India"", ""Artificial Intelligence""]",2,Artificial Intelligence,2024-11-23 06:56:25.009,2024-11-23 06:56:25.009,1
AI Term,llama,Numbered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",0,Artificial Intelligence,2024-11-23 06:56:26.489,2024-11-23 06:56:26.489,3
AI Term,llama,Numbered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",1,Artificial Intelligence,2024-11-23 06:56:26.489,2024-11-23 06:56:26.489,3
AI Term,llama,Numbered Options,"[""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson""]",2,Artificial Intelligence,2024-11-23 06:56:26.489,2024-11-23 06:56:26.489,3
AI Term,llama,Numbered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",0,Artificial Intelligence,2024-11-23 06:56:25.76,2024-11-23 06:56:25.76,2
AI Term,llama,Numbered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",1,Artificial Intelligence,2024-11-23 06:56:25.76,2024-11-23 06:56:25.76,2
AI Term,llama,Numbered Options,"[""Allen Iverson"", ""Air India"", ""Artificial Intelligence"", ""Adobe Illustrator""]",2,Artificial Intelligence,2024-11-23 06:56:25.761,2024-11-23 06:56:25.761,2
AI Term,llama,Numbered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",0,Artificial Intelligence,2024-11-23 06:56:24.275,2024-11-23 06:56:24.275,0
AI Term,llama,Numbered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",1,Artificial Intelligence,2024-11-23 06:56:24.276,2024-11-23 06:56:24.276,0
AI Term,llama,Numbered Options,"[""Artificial Intelligence"", ""Adobe Illustrator"", ""Allen Iverson"", ""Air India""]",2,Artificial Intelligence,2024-11-23 06:56:24.276,2024-11-23 06:56:24.276,0
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs"", ""Some cats are reptiles""]",0,All cats are mammals,2024-11-23 06:56:32.997,2024-11-23 06:56:32.997,0
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs"", ""Some cats are reptiles""]",1,All cats are mammals,2024-11-23 06:56:32.997,2024-11-23 06:56:32.997,0
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs"", ""Some cats are reptiles""]",2,All cats are mammals,2024-11-23 06:56:32.998,2024-11-23 06:56:32.998,0
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""All mammals are dogs"", ""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats""]",0,All cats are mammals,2024-11-23 06:56:33.767,2024-11-23 06:56:33.767,2
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""All mammals are dogs"", ""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats""]",1,All cats are mammals,2024-11-23 06:56:33.767,2024-11-23 06:56:33.767,2
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""All mammals are dogs"", ""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats""]",2,All cats are mammals,2024-11-23 06:56:33.768,2024-11-23 06:56:33.768,2
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs""]",0,All cats are mammals,2024-11-23 06:56:34.318,2024-11-23 06:56:34.318,3
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs""]",1,All cats are mammals,2024-11-23 06:56:34.318,2024-11-23 06:56:34.318,3
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs""]",2,All cats are mammals,2024-11-23 06:56:34.319,2024-11-23 06:56:34.319,3
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""Some dogs are cats"", ""All mammals are dogs"", ""Some cats are reptiles"", ""All cats are mammals""]",0,All cats are mammals,2024-11-23 06:56:33.449,2024-11-23 06:56:33.449,1
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""Some dogs are cats"", ""All mammals are dogs"", ""Some cats are reptiles"", ""All cats are mammals""]",1,All cats are mammals,2024-11-23 06:56:33.449,2024-11-23 06:56:33.449,1
Cat/Dog/Mammal,gpt4mini,Bullet Points,"[""Some dogs are cats"", ""All mammals are dogs"", ""Some cats are reptiles"", ""All cats are mammals""]",2,All cats are mammals,2024-11-23 06:56:33.45,2024-11-23 06:56:33.45,1
Cat/Dog/Mammal,gpt4mini,Lettered Options,"[""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs"", ""Some cats are reptiles""]",0,All cats are mammals,2024-11-23 06:56:29.838,2024-11-23 06:56:29.838,0
Cat/Dog/Mammal,gpt4mini,Lettered Options,"[""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs"", ""Some cats are reptiles""]",1,All cats are mammals,2024-11-23 06:56:29.838,2024-11-23 06:56:29.838,0
Cat/Dog/Mammal,gpt4mini,Lettered Options,"[""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs"", ""Some cats are reptiles""]",2,All cats are mammals,2024-11-23 06:56:29.838,2024-11-23 06:56:29.838,0
Cat/Dog/Mammal,gpt4mini,Lettered Options,"[""All mammals are dogs"", ""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats""]",0,All cats are mammals,2024-11-23 06:56:30.389,2024-11-23 06:56:30.389,2
Cat/Dog/Mammal,gpt4mini,Lettered Options,"[""All mammals are dogs"", ""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats""]",1,All cats are mammals,2024-11-23 06:56:30.39,2024-11-23 06:56:30.39,2
Cat/Dog/Mammal,gpt4mini,Lettered Options,"[""All mammals are dogs"", ""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats""]",2,All cats are mammals,2024-11-23 06:56:30.391,2024-11-23 06:56:30.391,2
Cat/Dog/Mammal,gpt4mini,Lettered Options,"[""Some cats are reptiles"", ""All cats are mammals"", ""Some dogs are cats"", ""All mammals are dogs""]",0,All cats are mammals,2024-11-23 06:56:30.898,2024-11-23 06:56:30.898,3
